Age,Workclass,fnlwgt,maritial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hour_per_week,native country,class,education
41, Self_emp_not_inc,144002, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
36, Private,187983, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,40, United_States,<=50, Bachelors
45, Federal_gov,76008, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
25, Private,25497, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
46, Private,186172, Married_civ_spouse, Prof_specialty, Husband, White, Male,3103,0,40, United_States,>50K, Bachelors
36, Private,329980, Never_married, Exec_managerial, Not_in_family, White, Male,27828,0,40, United_States,>50K, Bachelors
29, Self_emp_inc,168221, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,1740,70, United_States,<=50, Bachelors
27, Private,118230, Never_married, Exec_managerial, Own_child, White, Female,0,0,40, United_States,<=50, Bachelors
25, Private,152046, Never_married, Prof_specialty, Own_child, White, Female,0,0,40, Guatemala,<=50, Bachelors
37, Private,189674, Separated, Exec_managerial, Unmarried, Black, Female,0,0,40, United_States,<=50, Bachelors
33, Private,288398, Divorced, Adm_clerical, Not_in_family, White, Female,0,0,45, United_States,<=50, Bachelors
53, Local_gov,248834, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,50, United_States,>50K, Bachelors
30, Private,165686, Never_married, Other_service, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
43, Self_emp_inc,117158, Married_civ_spouse, Sales, Husband, White, Male,15024,0,60, United_States,>50K, Bachelors
30, Local_gov,154950, Married_civ_spouse, Protective_serv, Husband, White, Male,0,0,72, United_States,>50K, Bachelors
38, Local_gov,172855, Married_civ_spouse, Prof_specialty, Wife, Black, Female,0,1887,40, United_States,>50K, Bachelors
27, Private,68848, Never_married, Adm_clerical, Unmarried, White, Female,0,0,35, United_States,<=50, Bachelors
27, Private,106039, Divorced, Prof_specialty, Own_child, White, Female,0,0,50, United_States,<=50, Bachelors
25, Private,112835, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
53, Local_gov,103995, Divorced, Prof_specialty, Not_in_family, White, Female,0,1876,54, United_States,<=50, Bachelors
32, Private,53206, Divorced, Craft_repair, Not_in_family, White, Male,0,0,50, United_States,>50K, Bachelors
26, Private,181920, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,45, United_States,>50K, Bachelors
35, Self_emp_not_inc,95455, Divorced, Exec_managerial, Unmarried, White, Female,0,0,55, United_States,<=50, Bachelors
40, Private,53835, Married_civ_spouse, Sales, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
42, Private,125280, Married_civ_spouse, Exec_managerial, Husband, White, Male,3137,0,40, United_States,<=50, Bachelors
38, Local_gov,194630, Never_married, Protective_serv, Not_in_family, White, Female,4787,0,43, United_States,>50K, Bachelors
46, Local_gov,187749, Married_civ_spouse, Prof_specialty, Husband, Asian_Pac_Islander, Male,0,0,40, Philippines,>50K, Bachelors
31, Self_emp_inc,256362, Married_civ_spouse, Sales, Husband, White, Male,3908,0,50, United_States,<=50, Bachelors
43, Private,212894, Married_civ_spouse, Exec_managerial, Husband, White, Male,15024,0,50, United_States,>50K, Bachelors
62, State_gov,265201, Divorced, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
37, Private,259089, Divorced, Exec_managerial, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
33, Private,36539, Married_civ_spouse, Exec_managerial, Wife, White, Female,0,0,40, United_States,>50K, Bachelors
62, Private,588484, Married_civ_spouse, Sales, Husband, White, Male,0,0,20, United_States,>50K, Bachelors
52, Private,150393, Married_civ_spouse, Machine_op_inspct, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
53, Private,177705, Married_civ_spouse, Craft_repair, Husband, White, Male,0,0,44, United_States,>50K, Bachelors
41, Private,138975, Married_civ_spouse, Exec_managerial, Husband, White, Male,7688,0,45, United_States,>50K, Bachelors
63, ?,83043, Married_civ_spouse, ?, Husband, White, Male,0,2179,45, United_States,<=50, Bachelors
35, Self_emp_not_inc,190387, Married_civ_spouse, Farming_fishing, Husband, White, Male,0,0,45, United_States,<=50, Bachelors
40, Local_gov,105862, Divorced, Prof_specialty, Unmarried, White, Female,5455,0,40, United_States,<=50, Bachelors
55, Self_emp_not_inc,185195, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
73, Private,173047, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,15, United_States,<=50, Bachelors
25, Private,264012, Married_civ_spouse, Adm_clerical, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
45, Self_emp_inc,108100, Married_civ_spouse, Exec_managerial, Wife, Asian_Pac_Islander, Female,99999,0,25, ?,>50K, Bachelors
37, Private,146398, Never_married, Prof_specialty, Not_in_family, Black, Female,0,0,40, United_States,<=50, Bachelors
75, ?,222789, Widowed, ?, Not_in_family, White, Female,0,0,6, United_States,<=50, Bachelors
45, Local_gov,348172, Married_civ_spouse, Farming_fishing, Husband, Asian_Pac_Islander, Male,7298,0,40, United_States,>50K, Bachelors
38, Private,809585, Married_civ_spouse, Sales, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
36, Self_emp_not_inc,67728, Married_civ_spouse, Sales, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
27, Private,493689, Never_married, Tech_support, Not_in_family, Black, Female,0,0,40, France,<=50, Bachelors
49, Private,24712, Never_married, Other_service, Not_in_family, Asian_Pac_Islander, Female,0,0,35, Philippines,<=50, Bachelors
38, Self_emp_not_inc,342635, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,70, United_States,<=50, Bachelors
50, Self_emp_inc,140516, Married_civ_spouse, Adm_clerical, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
28, Self_emp_not_inc,227890, Never_married, Prof_specialty, Not_in_family, Black, Male,0,0,50, United_States,>50K, Bachelors
50, Private,169646, Separated, Prof_specialty, Unmarried, Asian_Pac_Islander, Female,0,0,40, Philippines,<=50, Bachelors
30, Private,162572, Never_married, Exec_managerial, Not_in_family, White, Male,0,0,70, United_States,>50K, Bachelors
66, Self_emp_inc,179951, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,70, United_States,<=50, Bachelors
33, Private,182926, Married_civ_spouse, Exec_managerial, Husband, White, Male,15024,0,50, United_States,>50K, Bachelors
47, Self_emp_inc,362835, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
49, Private,97883, Divorced, Exec_managerial, Unmarried, White, Female,0,0,40, United_States,<=50, Bachelors
25, Private,255474, Never_married, Adm_clerical, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
38, Private,102945, Married_civ_spouse, Sales, Husband, White, Male,0,0,52, United_States,>50K, Bachelors
32, Private,158242, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
38, Private,136629, Married_civ_spouse, Machine_op_inspct, Husband, White, Male,0,0,40, Iran,<=50, Bachelors
43, Private,167265, Married_civ_spouse, Craft_repair, Husband, White, Male,0,0,84, United_States,>50K, Bachelors
26, Private,100147, Married_civ_spouse, Exec_managerial, Wife, White, Female,0,0,45, United_States,>50K, Bachelors
24, Private,462820, Never_married, Farming_fishing, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
44, Private,112262, Married_civ_spouse, Tech_support, Husband, White, Male,5178,0,40, United_States,>50K, Bachelors
69, Self_emp_not_inc,58213, Married_civ_spouse, Prof_specialty, Husband, White, Male,20051,0,45, United_States,>50K, Bachelors
33, Private,341187, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
39, Private,188503, Married_civ_spouse, Exec_managerial, Wife, White, Female,0,0,60, United_States,>50K, Bachelors
34, Private,141118, Married_spouse_absent, Prof_specialty, Not_in_family, White, Female,0,0,35, United_States,<=50, Bachelors
38, Private,237608, Never_married, Sales, Not_in_family, White, Female,0,2444,45, United_States,>50K, Bachelors
35, Private,84787, Married_civ_spouse, Other_service, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
41, State_gov,33126, Married_civ_spouse, Farming_fishing, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
25, Private,53147, Never_married, Exec_managerial, Own_child, Black, Male,0,0,50, United_States,<=50, Bachelors
39, Self_emp_not_inc,122353, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
34, Self_emp_not_inc,124052, Married_civ_spouse, Sales, Husband, White, Male,0,0,30, United_States,<=50, Bachelors
39, Private,245053, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
39, Private,200153, Divorced, Adm_clerical, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
24, Private,180931, Married_civ_spouse, Sales, Husband, Black, Male,0,0,30, United_States,<=50, Bachelors
47, Self_emp_inc,120131, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, Cuba,>50K, Bachelors
32, Private,273241, Married_civ_spouse, Exec_managerial, Wife, White, Female,0,0,40, United_States,>50K, Bachelors
25, Private,120238, Never_married, Exec_managerial, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
27, Private,230959, Never_married, Tech_support, Own_child, Asian_Pac_Islander, Female,0,0,40, Philippines,<=50, Bachelors
39, Private,129573, Never_married, Exec_managerial, Not_in_family, White, Male,0,0,50, United_States,>50K, Bachelors
37, Private,179481, Married_civ_spouse, Machine_op_inspct, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
40, Self_emp_not_inc,173716, Married_civ_spouse, Sales, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
48, Private,216093, Married_civ_spouse, Handlers_cleaners, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
51, Private,124963, Married_civ_spouse, Sales, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
39, State_gov,171482, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,>50K, Bachelors
46, Local_gov,200947, Married_civ_spouse, Protective_serv, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
43, Private,119721, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
41, State_gov,58930, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
48, Private,67725, Married_civ_spouse, Sales, Husband, White, Male,0,0,45, United_States,<=50, Bachelors
44, Private,183542, Widowed, Prof_specialty, Unmarried, White, Female,0,0,32, United_States,<=50, Bachelors
36, Private,51089, Never_married, Craft_repair, Not_in_family, White, Male,0,0,60, United_States,<=50, Bachelors
34, ?,35595, Married_civ_spouse, ?, Husband, White, Male,0,0,30, United_States,<=50, Bachelors
61, Private,105384, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
49, State_gov,324791, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
41, Private,394669, Never_married, Prof_specialty, Not_in_family, White, Female,0,1741,40, United_States,<=50, Bachelors
44, Federal_gov,29591, Divorced, Tech_support, Not_in_family, White, Male,0,2258,40, United_States,>50K, Bachelors
39, Private,219483, Married_civ_spouse, Prof_specialty, Wife, White, Female,5013,0,32, United_States,<=50, Bachelors
43, Local_gov,113324, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
46, Private,251474, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
53, Private,151411, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
40, Private,210648, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,44, United_States,>50K, Bachelors
32, Private,255885, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,43, United_States,>50K, Bachelors
26, Local_gov,288781, Never_married, Adm_clerical, Not_in_family, White, Male,0,0,42, United_States,<=50, Bachelors
36, Private,358682, Never_married, Exec_managerial, Other_relative, White, Male,0,0,50, ?,<=50, Bachelors
47, Private,262244, Never_married, Sales, Not_in_family, Black, Male,0,0,60, United_States,>50K, Bachelors
35, Private,509462, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,45, United_States,<=50, Bachelors
51, Private,215854, Divorced, Prof_specialty, Not_in_family, White, Female,0,0,50, United_States,<=50, Bachelors
32, Private,177792, Divorced, Exec_managerial, Not_in_family, White, Female,0,0,48, United_States,>50K, Bachelors
79, Self_emp_inc,183686, Married_civ_spouse, Sales, Husband, White, Male,0,0,20, United_States,>50K, Bachelors
50, Federal_gov,32801, Married_civ_spouse, Exec_managerial, Wife, Amer_Indian_Eskimo, Female,0,0,40, United_States,>50K, Bachelors
66, Private,186324, Married_civ_spouse, Sales, Husband, White, Male,0,0,5, United_States,>50K, Bachelors
32, Private,168854, Married_civ_spouse, Sales, Husband, White, Male,0,1848,50, United_States,>50K, Bachelors
44, Self_emp_not_inc,185057, Divorced, Exec_managerial, Not_in_family, White, Female,3325,0,40, United_States,<=50, Bachelors
49, Private,379779, Divorced, Exec_managerial, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
27, Private,394927, Married_civ_spouse, Sales, Husband, White, Male,0,0,55, United_States,<=50, Bachelors
48, Self_emp_inc,81513, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
48, Private,26490, Widowed, Other_service, Unmarried, White, Female,0,0,20, United_States,<=50, Bachelors
24, Local_gov,103277, Never_married, Prof_specialty, Own_child, White, Female,0,0,50, United_States,<=50, Bachelors
27, Private,207352, Married_civ_spouse, Tech_support, Husband, Asian_Pac_Islander, Male,0,0,40, India,>50K, Bachelors
36, State_gov,110964, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,1672,38, United_States,<=50, Bachelors
38, Private,252662, Divorced, Exec_managerial, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
56, Local_gov,381965, Married_civ_spouse, Prof_specialty, Husband, White, Male,15024,0,40, United_States,>50K, Bachelors
32, Private,113504, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
41, Private,222596, Married_civ_spouse, Sales, Husband, White, Male,15024,0,45, United_States,>50K, Bachelors
23, Private,100345, Never_married, Sales, Own_child, White, Male,0,0,20, United_States,<=50, Bachelors
65, Self_emp_inc,115922, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
50, State_gov,276241, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
43, Private,498079, Divorced, Exec_managerial, Unmarried, White, Female,0,0,40, United_States,<=50, Bachelors
51, Self_emp_inc,351278, Divorced, Farming_fishing, Unmarried, White, Male,0,0,50, United_States,<=50, Bachelors
42, Private,165916, Divorced, Adm_clerical, Unmarried, White, Female,0,0,45, United_States,<=50, Bachelors
36, Private,272944, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,1887,40, United_States,>50K, Bachelors
35, Private,218955, Married_civ_spouse, Sales, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
41, Private,99870, Married_civ_spouse, Sales, Husband, White, Male,0,0,55, United_States,<=50, Bachelors
60, Private,113440, Divorced, Exec_managerial, Own_child, White, Male,0,0,60, United_States,<=50, Bachelors
24, Private,113936, Never_married, Prof_specialty, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
27, Private,193898, Married_civ_spouse, Sales, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
37, Private,105021, Married_civ_spouse, Sales, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
32, Private,227931, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
28, Private,181776, Never_married, Other_service, Not_in_family, White, Female,0,0,50, United_States,<=50, Bachelors
23, Private,69847, Never_married, Prof_specialty, Own_child, Asian_Pac_Islander, Female,0,0,20, United_States,<=50, Bachelors
27, Private,195678, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
41, Self_emp_inc,93227, Married_civ_spouse, Exec_managerial, Husband, Asian_Pac_Islander, Male,0,1977,60, Taiwan,>50K, Bachelors
35, Private,193961, Married_civ_spouse, Prof_specialty, Husband, Asian_Pac_Islander, Male,0,0,40, Philippines,>50K, Bachelors
37, Private,34173, Never_married, Tech_support, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
31, Self_emp_not_inc,162442, Married_civ_spouse, Exec_managerial, Wife, White, Female,0,0,40, United_States,>50K, Bachelors
26, Private,176795, Never_married, Adm_clerical, Own_child, White, Female,0,0,40, United_States,>50K, Bachelors
25, Private,193051, Married_civ_spouse, Tech_support, Husband, White, Male,0,0,35, United_States,<=50, Bachelors
53, Private,264939, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,45, Mexico,<=50, Bachelors
74, ?,89667, Widowed, ?, Not_in_family, Other, Female,0,0,35, United_States,<=50, Bachelors
29, Private,124680, Never_married, Sales, Not_in_family, White, Female,13550,0,35, United_States,>50K, Bachelors
63, ?,170529, Married_civ_spouse, ?, Wife, Black, Female,0,0,45, United_States,<=50, Bachelors
31, Private,167319, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
41, Local_gov,189956, Married_civ_spouse, Prof_specialty, Wife, Black, Female,0,0,40, United_States,>50K, Bachelors
41, Private,193882, Married_civ_spouse, Farming_fishing, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
43, Private,216497, Divorced, Adm_clerical, Unmarried, White, Female,0,0,40, Germany,<=50, Bachelors
32, Self_emp_inc,124919, Married_civ_spouse, Other_service, Husband, Asian_Pac_Islander, Male,0,0,50, Iran,>50K, Bachelors
54, Private,189607, Never_married, Other_service, Own_child, Black, Female,0,0,36, United_States,<=50, Bachelors
38, Private,234298, Divorced, Exec_managerial, Not_in_family, White, Male,6849,0,60, United_States,<=50, Bachelors
27, Private,333296, Never_married, Other_service, Not_in_family, White, Male,0,0,30, ?,<=50, Bachelors
50, Private,171852, Separated, Prof_specialty, Own_child, Other, Female,0,0,40, United_States,<=50, Bachelors
40, State_gov,377018, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
49, State_gov,36177, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
41, Private,124956, Separated, Prof_specialty, Not_in_family, Black, Female,99999,0,60, United_States,>50K, Bachelors
23, Private,201682, Married_civ_spouse, Adm_clerical, Other_relative, White, Female,0,0,40, United_States,<=50, Bachelors
28, Private,90915, Married_spouse_absent, Tech_support, Unmarried, Black, Female,0,0,40, United_States,<=50, Bachelors
22, Private,180060, Never_married, Exec_managerial, Unmarried, White, Male,0,0,40, United_States,<=50, Bachelors
26, Private,137658, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,45, United_States,<=50, Bachelors
55, Self_emp_not_inc,185195, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,99, United_States,<=50, Bachelors
35, Federal_gov,49657, Married_civ_spouse, Prof_specialty, Husband, White, Male,7298,0,40, United_States,>50K, Bachelors
45, Self_emp_not_inc,184285, Divorced, Prof_specialty, Not_in_family, White, Male,0,0,45, United_States,<=50, Bachelors
31, Private,253354, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,50, United_States,<=50, Bachelors
26, Private,190650, Never_married, Adm_clerical, Own_child, Asian_Pac_Islander, Male,0,0,40, Taiwan,<=50, Bachelors
34, Private,174789, Never_married, Other_service, Not_in_family, White, Male,0,2001,40, United_States,<=50, Bachelors
42, Private,121055, Married_civ_spouse, Sales, Husband, White, Male,0,0,60, United_States,<=50, Bachelors
36, Local_gov,224947, Never_married, Prof_specialty, Unmarried, White, Male,0,0,40, United_States,<=50, Bachelors
36, Private,273604, Never_married, Other_service, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
50, Private,134766, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,1902,50, United_States,>50K, Bachelors
27, Federal_gov,257124, Never_married, Transport_moving, Other_relative, White, Male,0,0,35, United_States,<=50, Bachelors
43, Private,125461, Married_civ_spouse, Sales, Husband, White, Male,0,1902,55, United_States,>50K, Bachelors
65, Private,113323, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
24, Local_gov,34246, Never_married, Prof_specialty, Not_in_family, Asian_Pac_Islander, Male,0,0,40, United_States,<=50, Bachelors
24, Local_gov,84257, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
30, Private,186346, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,50, United_States,<=50, Bachelors
49, Local_gov,275074, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,60, United_States,<=50, Bachelors
26, Private,293690, Married_civ_spouse, Craft_repair, Husband, White, Male,0,0,58, United_States,>50K, Bachelors
38, Private,172538, Married_civ_spouse, Tech_support, Husband, White, Male,0,1977,40, United_States,>50K, Bachelors
23, Private,265356, Never_married, Exec_managerial, Unmarried, White, Male,0,0,40, United_States,<=50, Bachelors
22, Private,206974, Never_married, Sales, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
23, Private,117606, Never_married, Exec_managerial, Own_child, White, Female,0,0,60, United_States,<=50, Bachelors
34, Private,230246, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,42, United_States,>50K, Bachelors
34, Private,203034, Separated, Sales, Not_in_family, White, Male,0,2824,50, United_States,>50K, Bachelors
46, Private,78529, Married_civ_spouse, Tech_support, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
26, Private,120238, Never_married, Sales, Other_relative, White, Male,0,0,40, United_States,<=50, Bachelors
25, Private,202033, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
25, Private,122489, Never_married, Exec_managerial, Own_child, White, Female,0,1726,60, United_States,<=50, Bachelors
32, Private,342458, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
23, Private,348420, Never_married, Tech_support, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
47, Self_emp_not_inc,61885, Married_civ_spouse, Sales, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
42, Private,319588, Married_spouse_absent, Transport_moving, Not_in_family, White, Male,0,0,60, United_States,<=50, Bachelors
27, Private,36851, Never_married, Machine_op_inspct, Not_in_family, White, Male,0,0,41, United_States,<=50, Bachelors
31, Private,231569, Never_married, Sales, Not_in_family, Black, Female,0,0,50, United_States,<=50, Bachelors
66, Private,262285, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,99, United_States,<=50, Bachelors
48, Self_emp_not_inc,160724, Married_civ_spouse, Exec_managerial, Husband, Asian_Pac_Islander, Male,0,0,40, Japan,<=50, Bachelors
28, Federal_gov,298661, Never_married, Tech_support, Not_in_family, Black, Female,0,0,40, United_States,<=50, Bachelors
28, Local_gov,100270, Divorced, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
32, State_gov,400132, Married_civ_spouse, Protective_serv, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
23, State_gov,278155, Never_married, Adm_clerical, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
25, Private,139012, Never_married, Sales, Own_child, Asian_Pac_Islander, Male,2174,0,40, Vietnam,<=50, Bachelors
42, Private,511068, Married_civ_spouse, Prof_specialty, Husband, White, Male,7688,0,40, United_States,>50K, Bachelors
29, Local_gov,190525, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,1848,60, Germany,>50K, Bachelors
53, Self_emp_not_inc,105478, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,2415,40, United_States,>50K, Bachelors
25, Private,216583, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,43, United_States,<=50, Bachelors
26, Local_gov,150553, Never_married, Adm_clerical, Own_child, Asian_Pac_Islander, Female,0,0,50, United_States,<=50, Bachelors
46, Private,149388, Married_civ_spouse, Craft_repair, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
26, Private,151626, Never_married, Prof_specialty, Not_in_family, Black, Female,0,0,45, United_States,<=50, Bachelors
32, Self_emp_inc,103078, Married_civ_spouse, Sales, Husband, White, Male,0,0,40, United_States,<=50, Bachelors
24, State_gov,43475, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,40, United_States,<=50, Bachelors
26, Private,192652, Never_married, Other_service, Own_child, White, Male,0,0,40, United_States,<=50, Bachelors
41, Federal_gov,207685, Never_married, Exec_managerial, Not_in_family, White, Male,0,0,40, United_States,>50K, Bachelors
33, Private,312881, Married_civ_spouse, Prof_specialty, Husband, Black, Male,0,0,40, United_States,>50K, Bachelors
41, Private,32878, Married_civ_spouse, Prof_specialty, Husband, White, Male,0,0,45, United_States,>50K, Bachelors
35, Federal_gov,475324, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,40, United_States,>50K, Bachelors
62, Local_gov,76720, Married_civ_spouse, Prof_specialty, Wife, White, Female,0,0,40, United_States,<=50, Bachelors
25, Private,470203, Never_married, Prof_specialty, Not_in_family, White, Female,0,0,30, United_States,<=50, Bachelors
44, Private,98211, Married_civ_spouse, Transport_moving, Husband, White, Male,0,0,55, United_States,<=50, Bachelors
65, ?,240857, Married_civ_spouse, ?, Husband, White, Male,0,2377,40, United_States,>50K, Bachelors
36, Self_emp_not_inc,138940, Married_civ_spouse, Exec_managerial, Husband, White, Male,4386,0,50, United_States,>50K, Bachelors
37, State_gov,29145, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,50, United_States,>50K, Bachelors
27, State_gov,122660, Never_married, Prof_specialty, Own_child, Black, Female,0,0,40, United_States,<=50, Bachelors
22, Private,243178, Never_married, Adm_clerical, Own_child, White, Male,0,0,20, United_States,<=50, Bachelors
42, Self_emp_inc,188615, Married_civ_spouse, Sales, Husband, White, Male,0,0,60, United_States,>50K, Bachelors
26, Private,417941, Never_married, Exec_managerial, Not_in_family, White, Female,0,0,40, United_States,<=50, Bachelors
24, Private,221955, Married_civ_spouse, Sales, Other_relative, White, Male,0,0,40, United_States,<=50, Bachelors
47, Private,173938, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,57, United_States,>50K, Bachelors
61, Private,203126, Divorced, Priv_house_serv, Not_in_family, White, Female,0,0,12, ?,<=50, Bachelors
43, Private,266439, Married_civ_spouse, Machine_op_inspct, Husband, White, Male,0,1887,40, United_States,>50K, Bachelors
33, Private,188246, Married_civ_spouse, Exec_managerial, Husband, White, Male,0,0,65, United_States,>50K, Bachelors
36, Private,297335, Never_married, Sales, Not_in_family, Asian_Pac_Islander, Female,0,0,50, China,<=50, Bachelors
37, Private,108366, Never_married, Transport_moving, Not_in_family, White, Male,0,0,46, United_States,<=50, Bachelors
32, Private,164197, Married_civ_spouse, Craft_repair, Husband, White, Male,0,0,44, United_States,>50K, Bachelors
27, State_gov,271328, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,60, United_States,<=50, Bachelors
26, Private,165235, Never_married, Adm_clerical, Own_child, Asian_Pac_Islander, Female,0,0,40, Thailand,<=50, Bachelors
41, Private,67339, Married_civ_spouse, Machine_op_inspct, Husband, White, Male,0,0,40, ?,<=50, Bachelors
27, State_gov,192355, Never_married, Prof_specialty, Not_in_family, White, Male,0,0,50, United_States,<=50, Bachelors
40, Self_emp_not_inc,26892, Married_AF_spouse, Prof_specialty, Husband, White, Male,7298,0,50, United_States,>50K, Bachelors
29, Private,190777, Married_civ_spouse, Sales, Husband, White, Male,0,0,55, United_States,<=50, Bachelors
